PostType,Post_Content,Associated_ISP_Network,Associated_SocialMedia_Name,UserRole,Time,Email,User_Name,User_gender,User_age,User_age_group,Content_Associated_Media,Comment_Info_On_Post,User_Comment_On_Post,Post_Id,AI_Content_Similarity_Score,Fraud_detection_score,Associated_Page,Associated_Group,Likes,Comments,Hate,Loves,Shares,Views,Region,City,Time_Foreign_ID
Survey,Professional behind no consider administration. Reach brother most suggest. Somebody subject bank project environmental wide.,CAMTEL,LinkedIn,Commenter,2024-10-30 08:33:33,meghan72@example.net,mmills,M,95,90s-100s,2f2d8fcf5064f612162a4e194bc61cbe,Attention house difficult behind should foot. Blood or upon southern company easy.,Management town sell avoid eight radio. Father field never. Maybe describe campaign six about.,9c2d40c8-17e1-46d4-b231-e416dfc758ff,0.92,0.89,mcneil.org,different,338,345,85,81,42,2767,North,Ebolowa,f08bdaae9d041244f2cfdca661fbc7ff62d3f6e8100642dec63a29f7b27188df
Ad,"Line some protect ready base want water politics. Him yard hot break join.
System yard learn. Business billion deal especially short sing. Pretty meeting society conference thousand.",ORANGE,LinkedIn,Poster,2017-06-13 13:43:45,cassandramitchell@example.org,bentonlogan,F,20,Early-20s,83a4730299ec2f8fd6fbde2a0777d3b6,Section bring true. Food part free bring if learn amount. Let record successful magazine yet five.,Through name from finally charge health against. Fill young suggest remain probably themselves.,f151d0a2-a26b-475e-8a66-d000a64a726c,0.52,0.23,turner-white.com,go,652,205,44,165,148,9953,North,Limbe,c2c6f2a79bf08bd020719825a9e8aab6e109efe17cad192ad3dd55e81462842e
Survey,"Computer opportunity according score debate. Still feel young prove.
And offer hundred street join. True medical feeling. Effect popular cover simply. All clear realize American executive admit.",ORANGE,Facebook,Commenter,2018-07-06 04:44:35,michele77@example.net,samantharowland,M,38,Late-30s,dbaaab9f17015449a26284739d647e9b,Seven up dream firm also surface. Deep including agency material event industry particularly.,Take church let season social gas culture. Often area science order.,395d7f4d-936d-48e7-8d9d-34339903c873,0.7,0.75,browning.net,century,237,137,65,45,181,6102,Littoral,Bafoussam,601aff8a79145f9074e6bb0d3fcc29b28c9731dffc9371908321e8b169f45ecf
Ad,"Tax exactly very face most want high discover. Key whole administration sing worry. Total upon style hundred spend agency reality station.
Dream anyone for to pretty simple. Hour market its hotel.",MTN,LinkedIn,Commenter,2017-01-26 20:57:31,dsexton@example.com,parsonspeggy,M,14,Teenager,33e09271039f8ddb2b475ba6edc87cf1,Conference here hot sometimes. Listen score wide sign order also.,Side just food part develop.,59dae1ff-b40e-4561-b422-e844c065e9cc,0.32,0.17,herrera.com,hold,496,463,68,206,182,1095,Far North,Garoua,2e55e08883b40def1337ba4a806b1643e36f78c3947947e6fa9baef3064e1195
Survey,Through part final ability best dinner professor. Might expect national general science. Discussion human fear pretty.,CAMTEL,Twitter,Poster,2015-06-13 17:42:12,savannah79@example.org,lbrown,F,61,60s,ce1a28a4c11d9f2eff66da5b750e7540,Wife nor type tend specific morning. American concern cultural offer ten best.,Hot clear total sell produce such stay what. Million plan last address clearly.,83a09f60-bb5c-4ffb-90a5-e9002090da23,0.76,0.71,davis.com,line,294,466,55,66,39,8462,East,Bafoussam,1602d02eae653fb5e88b27c17964d0edc53bb6f718e51a92e55caf6f686e7c60
Survey,"Environment likely card one stage another all. Green tax movement camera degree only.
East admit clear. Knowledge move lot contain than. Attack remember rock always reduce figure evidence read.",CAMTEL,LinkedIn,Commenter,2016-04-22 14:08:04,uleon@example.org,smithedwin,M,29,Late-20s,5c5ac2f8c857da08f3642318a1ad4f14,News safe economy table. Cover more of knowledge usually. Fear story teach toward on.,Protect necessary apply central to off treat. Matter energy meet actually. Stay not five.,3bb88755-fa29-4179-90d6-bdc75a9318a3,0.85,0.27,henderson-gregory.org,benefit,552,457,89,112,78,3307,South,Bertoua,d2e1ae395e46c069908d367e41eb84449e735357076d751ce3ed3b3edfc4fed5
Survey,"Enough certain smile. Discover real past buy. Water Mrs help executive hard candidate.
Off study challenge specific field close card. As certain face book. From easy up actually each whole.",MTN,LinkedIn,Commenter,2020-10-01 05:47:57,oholt@example.com,alex66,M,15,Teenager,60db4c4556c12c263add21297fbb16b5,Strategy ability not decade anything nor.,Letter subject image deep. Your brother surface this. Move building study probably.,a31a9bef-cb08-4b65-90fa-212f309ea458,0.51,0.57,barrett-hunter.biz,deep,215,120,38,167,168,2625,Southwest,Ebolowa,39c82e98464ca3b367a905b032273368141732eb583d745faeeb0713d10574ed
Event,Pm likely point bag behavior establish capital. Significant hour determine cultural tend near. Defense allow physical rule tend sound since focus.,ORANGE,LinkedIn,Commenter,2015-05-18 20:55:21,wadejason@example.com,adam89,F,17,Teenager,e6f53f4535940149853f8dae72201adb,Money choice television reality one very single. Boy develop deal must site.,Field whom read quality. Sell clear authority across how recently cut.,69e9c475-64cd-47eb-8c83-ad1b7d4170de,0.58,0.08,perez.com,great,806,217,70,127,179,6550,Adamaoua,Ebolowa,e7e1f2fa3c23844fb0e2d22609a491690018cf61f3740ea859fc0b5f9feee374
Event,Attack real present hundred research particularly defense gas. Enter seat inside war receive. Series natural maybe stock. Foot medical old have officer.,ORANGE,Facebook,Commenter,2018-05-05 20:00:27,taylorjames@example.com,dgrimes,M,73,70s,0c4660f35c8339cfc9b6ebed3b7a59f9,Benefit ahead fall discussion hear condition. Kid leader similar.,Collection bank interest something science over impact. Future good seem can.,2fb9c07b-3a5c-4a31-bd8d-f3647b4a0b27,0.98,0.32,peterson.com,avoid,627,201,49,36,167,1864,East,Bertoua,ffa5b9ed498df8fd9908f8888a04bafa8ba04b1aed4ced4e50bafbec2234f90d
Ad,"Voice explain card time able final high sit. Some anyone big industry woman woman likely.
Election almost explain music identify. Official everyone because Mr leader fall.",MTN,Facebook,Commenter,2015-04-28 06:13:39,baxterabigail@example.org,dawnmcbride,F,27,Late-20s,0bad4fd2bb9f2f079a53757157086a72,Already adult task member we star. Subject worker easy others wall north street.,Decade close particularly hair fast. Company voice ahead clear teach this.,c60b4cf4-be46-4582-a932-2cb23ac50bad,0.14,0.25,smith.com,do,296,211,11,129,113,5134,South,Ngaoundere,9647e6382e10376bc99520641e490351d149aebf67fcc5075a434ae90ca0d51b
Survey,Specific father prepare next together every. Similar break same head response sell always discussion. Production end if husband economy else.,CAMTEL,Facebook,Commenter,2022-09-22 01:46:32,proctorbenjamin@example.org,cynthiabuchanan,F,96,90s-100s,6f03414aaffabdd4f8df7baf8354bb90,Garden final sort kind. Top four article wish. Teach firm professional whose us turn receive.,Say travel see firm. Shoulder save become grow interesting prepare add. Appear ahead team.,d8331e2b-d357-4202-8bde-4e611090e949,0.34,0.13,wright-best.com,during,883,289,97,200,193,5745,East,Bamenda,50c3de9e4a58dced649c160fa2b58bdc470c9431e6d1f5ae403298bc72f60dda
Ad,Tell response position ground third possible age. Foot certain thought school million shake tend sense. Perhaps address say would contain allow.,MTN,LinkedIn,Commenter,2015-01-17 19:50:32,katrinablack@example.org,elizabeththomas,M,42,40s,60f3661737e162cfefa502b8d0feb802,Why my laugh ago between tax. International road course cost seek again strong.,Old you each someone first probably. Section social television per yet reach.,e6bdf651-0d75-444c-b36b-403d0998c86a,0.75,0.44,duncan.com,grow,601,156,66,174,8,1790,Northwest,Garoua,78c4e8f9c309f372d10997d253ec1ef9787ee0b06b2327795ced09f75ae62fb8
Event,Continue sure food necessary physical reflect. Pretty appear operation fear process remain. Exactly road interest common seat.,CAMTEL,Facebook,Commenter,2016-10-28 05:24:15,mathisjacqueline@example.org,gouldtimothy,F,63,60s,97f24fb898fa78070d0c5c998462a4dd,Risk scientist three again similar media part. Ever according camera financial decide.,Bank collection deep wrong. Tree glass deal throughout safe. Total which market ask decide record.,0aa5ffa2-6670-408a-935a-d5c078dce8a9,0.59,0.05,castaneda.biz,nor,715,301,87,28,21,3723,East,Maroua,47b3ac975b2c49e8fc65482b1ae33fc116acc93b6b672323b071a1efbe4317bb
Event,"Perhaps and moment trip growth. Success never director test.
Material recent travel I. Summer among others operation door. Him painting size forward hope much again.",CAMTEL,LinkedIn,Poster,2018-03-10 07:02:01,xjohnson@example.com,smithjulie,M,91,90s-100s,8d985b8fb8062674301653e4fef2b6de,"Hundred through economic.
Sometimes memory all do. Home police structure.",Somebody any read book order team. Ever decision staff child describe defense daughter suffer.,75d5694a-3819-4ead-94b5-bb17f7647f57,0.41,0.35,salazar.org,try,580,479,90,109,79,4545,North,Garoua,fc2b197b2120b192c9259ec1d3c9fd95325c7fa850b31cfa0af9aaa65b9f5a9f
Ad,"Security various end church ability around bank. They tough real past matter.
Often table mind important. Already son many future line. Wall lay could phone Mrs since.",ORANGE,LinkedIn,Commenter,2018-11-13 16:09:09,cynthiadean@example.com,rhenry,M,90,90s-100s,d80e5408422c37d32d0954db2030b2a8,Week report suggest boy particular certain scene first. Office own admit nor wrong.,Whatever believe of idea represent. Debate yes area bad news also ahead.,ddbeb95e-7d74-4b69-8812-fd98c66bc9d3,0.47,0.62,ferrell.com,once,307,144,77,93,49,6126,South,Bamenda,6c6e943a75442f8f4c1b35795326a08d167748dab80bab9c88b35f81f688f755
Event,"Huge contain several admit he how. Them every cultural.
Everything stay reach short watch. Citizen hard back attack around development.",MTN,Twitter,Poster,2015-12-16 16:21:13,kellimcguire@example.net,ninabaxter,M,76,70s,3a6ff52912063cec15890c7949dce162,Lead build staff American. Movie ready include without account.,Rate edge center record. Task wonder staff say practice. People station three song.,eab15995-77e2-415f-907e-8cd9e07ecd1e,0.48,0.59,wright.com,end,309,1,53,4,138,9470,West,Limbe,51b484f1971678d4e3ec30bbd4200782ebac03662dc694169596e85ae7f76d71
Survey,"Community system dark which human event approach.
Difficult whatever training mind science child.",MTN,Twitter,Poster,2021-12-02 01:30:01,perezcarolyn@example.org,jackson12,F,43,40s,f5f32a29362eb754725014162c4102f5,"Game more response hit still. Consumer whom radio since smile.
Something answer public need study.",Chair majority listen base performance. Central drive town hold fly own. Upon final factor compare.,d78e60c7-1db7-4aa6-a99d-ac82a2ea9d38,0.8,0.83,delgado-benson.net,benefit,121,211,50,111,145,351,North,Yaounde,b05a01755bd776f25cab0aa4c0242dd2e5cbe1f8e4fe2705f8bbed1f358dd4bf
Survey,"Song institution many need. Difference his necessary player bar any. Sit raise maybe her study fall always.
Officer rule guess expect year our heart. Exactly site play provide deal avoid between.",ORANGE,Twitter,Poster,2022-03-26 07:37:09,sherriwallace@example.net,brownrachel,F,62,60s,fa578944a51e207cb447ea48304ecae4,Admit care also change think. Author southern view. Information end create message radio employee.,The be score respond. Whether future participant as.,e7c71363-d8a0-4496-ac77-07f5d0fe517b,0.19,0.42,terry-elliott.com,fly,298,18,82,296,98,3098,Central,Bafoussam,1c09f604a608f18fa2abe5210fb745b826884b6289e56b4e5605a03a17943dc9
Event,"Particularly parent cell. Consider name over win up truth yard.
Must end cold daughter. Down must ten trade happy. Teacher buy raise.",MTN,Twitter,Commenter,2018-05-22 01:24:31,evanstammy@example.net,johnskaitlyn,F,23,Early-20s,0403b68abd771a03aac799ab001be905,Father free current box. Individual likely budget mean inside develop.,Property conference for fill something. Traditional moment simple look close black.,f15cd766-47df-4c5c-b4e8-a8fc13914253,0.11,0.77,lopez.com,ok,957,202,90,235,125,7556,North,Maroua,c890b6e5ac23dd3e1aeed9f7b8054695f945d4337e41ee3b73451d5b1c4a747f
Event,"Provide take race. Statement by media nor begin them. Weight behind describe turn argue movement.
Various stock fish hot. Police plan senior range. Red above admit individual later since.",CAMTEL,Twitter,Commenter,2021-03-02 06:44:49,zalexander@example.org,kevin01,M,63,60s,3faa36e244d4c634841b714b6ca17d9b,Try whether summer young voice television. Factor common source trouble draw read hot.,It during tend around every student. End miss manager fish. Sing fly send happen.,6c1a1772-5f61-47ad-94e6-d787efac0aca,0.82,0.97,morris-hardin.com,training,577,459,58,229,55,2577,South,Buea,9159fc47fc695cfca8f441b50b92918299d2c0b709c102af8884521c1ed48a26
Survey,Worker bed number subject society follow. Discover air hair ready financial well north. Trip whose coach project sister rock theory.,MTN,LinkedIn,Poster,2015-04-04 01:27:28,tmercado@example.com,hchen,F,62,60s,b51cf6c1b5ad93f9c97079033f55afb3,With appear nearly trip opportunity. Then continue sign plant. Prepare leader case make.,Short time effect their current. Court impact find administration sing half.,c5301e1c-dfca-49be-8ebd-2a56067ad28b,0.26,0.79,baker-elliott.com,more,453,77,58,105,159,3010,Adamaoua,Garoua,94c805cf3bffdb65a62dbff7ab37e873dbb74b47bdd05e37bee4d2cb12c964cb
Ad,"Yes art son bill affect education. At decide wonder which yet method. Act far easy within certainly.
Allow lawyer human. Public along character now book because about.",ORANGE,Facebook,Commenter,2017-11-25 09:49:55,ssalazar@example.org,collinsnicole,F,61,60s,a85d469c91641c31dfbecc76d98e19c3,Too heavy difficult friend member power.,"Really president establish meeting area generation.
Chance response tree improve forget.",fdf12086-a611-433f-a435-e1392544cc66,0.49,0.57,haney.com,security,382,183,46,13,184,5989,East,Ngaoundere,c6bb6cf879cdf0dc2c599d8f37cd2e24084722ea03ad7190218508cfd603b136
Survey,"Blood green already up. Late blue price.
Than subject Mrs simple. Summer myself everybody front. Fine around concern painting.",ORANGE,Twitter,Poster,2018-07-05 13:35:58,heathernichols@example.org,qhoffman,F,82,80s,bd996e0cbb39835bf1337e182e3c8026,Soon central space reality. Meet item position into each story.,Music already before specific which bring conference. But history southern.,9ef1b265-fd51-4c87-bb99-662229209449,0.16,0.99,miller.net,hard,744,167,69,129,13,222,Far North,Douala,a28196652b3c2a3246e8fbce3ded9939c27437ed8c472b3443393d044c67c664
Event,"Person difficult while red behind as. Design particular answer tonight order or. Write painting across team reason specific.
Local thought nearly base throughout growth particular he.",CAMTEL,LinkedIn,Poster,2020-08-23 06:47:03,darnold@example.org,michaelwalker,F,66,60s,dac7ce305b418259d07b28a59b2a987b,So single gun I improve win possible. Account catch east any. Attack nor summer federal.,Attention tend research another difficult reach. All American above those again to area enough.,5f6f25ff-fc32-4428-b609-dc318c6a4ec2,0.31,0.05,williams.com,seven,208,219,21,42,86,9858,Northwest,Bamenda,d65182a51e9894524abc2cd6d5023376a79a9bf31aaec0b4124ed57197bb36d3
Ad,"Young wrong dark worker. Same site million party.
Order head around several. Avoid travel recent speech. Activity expert operation walk glass.",ORANGE,LinkedIn,Poster,2019-02-22 22:11:32,beth90@example.org,sandramays,M,54,50s,d3c2c30e355ab2bab28e5b1c1031be96,Green all our site up themselves. Democratic book defense style newspaper six bad.,Piece set four ready sell. Center task matter site. Process every population visit.,3194a136-b413-42ae-9d0e-20ce0bb09f23,0.49,0.61,brown.org,front,961,418,76,115,65,6194,Littoral,Yaounde,4c3dea380042342f4eda032f74970ec3b7d391e540fd21dad3457f50f2ac88d7
Event,Energy court task color tree prevent. Job experience nation nice pull young true sound. Agreement with should full president.,CAMTEL,LinkedIn,Poster,2021-03-10 12:05:33,shannon98@example.net,scott70,F,77,70s,df2186556d4c948cf74e24900c2c1e41,Room after offer method population research term. Moment mother onto notice put as.,History such chair reduce. Such trial realize control. Your radio audience reveal none way bit.,8b8aca34-7f7c-4c08-a37d-5ac0f2ce22ac,0.15,0.68,tran.biz,they,974,74,88,232,72,5282,Central,Maroua,c807173595bcb32596a80bc49e7201cf584ce467d875923d5dc0da1597083561
Event,"List go even exactly trouble. Happy each something course show instead.
Build month find partner. Tell past fill detail.",MTN,LinkedIn,Commenter,2017-07-11 17:12:04,brobbins@example.org,ricky28,F,26,Mid-20s,cc69159637c8c073d05a51f92bcd84ed,Per true wind cell. Who rise thank any several set east.,"Response impact like indeed new tough wear tonight.
Tough plant effect speak day get alone east.",ec1d4527-eb70-4d17-b3cf-59c3d1898f95,0.59,0.86,smith.com,part,218,50,38,84,78,5648,South,Douala,3254c6a6c1fe04c9645ed38620fc197e8bab8948e0446e13525a8ab1ed0b4178
